gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
AIFM1,3,2,0.05689160969512604,-0.11482912706331216,True
AKIP1,3,2,0.32087967560634256,0.478003446310155,False
AMMECR1L,3,2,0.45491745326532557,0.6813092227854873,True
ARFIP2,3,2,0.12022375271007728,0.24880072443675427,True
CEP44,3,2,0.24051359776152884,0.36488190852306124,False
CHRM1,3,2,-0.11554523780163588,-0.45188768048239414,True
CLIC4,3,2,0.6939119386627404,0.9179237161928278,True
CWC15,3,2,0.21566829398937415,-0.14346409734360765,True
EPDR1,3,2,-0.0581603635152493,-0.6544499751236503,True
FLRT3,3,2,-0.08842604919883416,-0.4957555013954904,True
GNG11,3,2,0.40439969368556267,0.5398338115687706,True
HAGH,3,2,0.11614116706640913,-0.31040274264390844,True
HPS6,3,2,0.09437952066329765,-0.31179782087834385,True
IDH1,3,3,0.6080770177215363,0.6080770177215363,True
IL10RB,3,2,0.6056247416781072,0.867751193121008,True
LIN7B,3,2,-0.08337552770471879,-0.28228999812807953,True
LPXN,3,2,0.24802898195671252,0.3670904722353898,False
MAD2L1BP,3,2,-0.09047559483478522,-0.36429447795988157,True
MAT2B,3,3,0.12987738450444533,0.12987738450444533,False
METTL2A,3,2,0.13548672792216335,0.25705172755092676,True
MVB12A,3,2,0.471806050716259,0.32738998203140257,True
NMT2,3,2,0.12688345629636633,-0.17489558537923733,True
NQO1,3,3,1.2106474696273166,1.2106474696273166,True
ORC2,3,2,0.029156147435932016,-0.2447153925128549,True
PGP,3,2,0.02969870189107689,-0.2780367043154204,True
PLPP7,3,2,0.05376655054024434,-0.2218684739158001,True
PSMG3,3,2,-0.13754667807915263,-0.3687386321885815,True
RHPN2,3,2,0.9000262380802789,0.8514839124207318,True
RNGTT,3,2,0.30661704050765426,0.4786535845210982,False
RPA3,3,2,0.13981711160705487,0.2874143865740437,False
SERPINE2,3,2,0.5979682556924034,0.8222849225193176,True
SMARCD1,3,2,0.5450300400086417,0.7743851846507823,True
SNPH,3,2,0.22667073290063358,0.00321866719852526,False
SNX17,3,2,0.09067616453344989,-0.2608379267989158,True
SPP1,3,2,1.1560754714138464,1.5171885133964111,True
SUPT16H,3,3,0.26395950877841184,0.26395950877841184,False
TRIB1,3,2,0.8163989352346924,1.1201057995520372,True
UNC79,3,2,0.030536981769329802,-0.254808379724353,True
WSCD1,3,3,0.6184854627492665,0.6184854627492665,True
ZNF25,3,2,-0.042132888225061116,-0.5661184897630593,True
