gene,avg_log2fc,neg_log10_min_p,n_sig_datasets,direction_consistency,tier_score
AIFM1,0.24848557939681828,0.20400488398997688,0.0,0.0,0.0
AKIP1,0.5214741898434279,0.4746114929822255,0.0,0.0,0.0
AMMECR1L,0.6150927997317994,0.22768579604420355,0.0,1.0,0.0
ARFIP2,0.4159305079253574,0.44894457584628933,0.0,0.0,0.0
CEP44,0.4693837805119077,0.022675068273692086,0.0,0.0,0.0
CHRM1,0.09327625003519775,0.6919508859620765,0.0,0.0,0.0
CLIC4,0.7240494675465191,0.059318561677608315,0.0,1.0,0.0
CWC15,0.23529969674108683,0.0,0.0,0.0,0.0
EPDR1,0.0,0.47712358279938283,0.0,0.0,0.0
FLRT3,0.07307591690194613,0.2553019163816285,0.0,0.0,0.0
GNG11,0.5499459477283013,0.08640591671704224,0.0,1.0,0.0
HAGH,0.1584274888746353,1.0,0.0,0.0,0.0
HPS6,0.15778508073819353,0.2550684857502019,0.0,0.0,0.0
IDH1,0.5813707021308043,0.6418160622062947,1.0,1.0,0.0
IL10RB,0.7009459338151698,0.2204309025808069,0.0,1.0,0.0
LIN7B,0.17137289607037318,0.21801230430506555,0.0,0.0,0.0
LPXN,0.47040078390543005,0.23483320952582004,0.0,0.0,0.0
MAD2L1BP,0.13361132559476108,0.2672319586641243,0.0,0.0,0.0
MAT2B,0.3611684742991467,0.37721100317814793,1.0,0.0,0.0
METTL2A,0.41972994469063385,0.04881788254628483,0.0,0.0,0.0
MVB12A,0.4521194307180298,0.28719720637663776,0.0,1.0,0.0
NMT2,0.2208260685558313,0.14801115458242664,0.0,0.0,0.0
NQO1,0.8588434284115136,0.24902330624158941,1.0,1.0,0.0
ORC2,0.18867531809588772,0.675899034838995,0.0,0.0,0.0
PGP,0.17333146046087525,0.398998334838251,0.0,0.0,0.0
PLPP7,0.19919590829440859,0.2973594021225842,0.0,0.0,0.0
PSMG3,0.13156487345634438,0.2784615985224448,0.0,0.0,0.0
RHPN2,0.6934551471182725,0.45577050744060377,0.0,1.0,0.0
RNGTT,0.521773566657009,0.025626338645287437,0.0,0.0,0.0
RPA3,0.4337113965683857,0.48459624279493846,0.0,0.0,0.0
SERPINE2,0.6800095436922101,0.05635437423323287,0.0,1.0,0.0
SMARCD1,0.6579525861821329,0.028902930827560975,0.0,1.0,0.0
SNPH,0.30284444017676565,0.08802448657735566,0.0,0.0,0.0
SNX17,0.18125118448834232,0.24144862928057997,0.0,0.0,0.0
SPP1,1.0,0.1377689892913082,0.0,1.0,0.0
SUPT16H,0.4229108522238176,0.15697121236828704,1.0,0.0,0.0
TRIB1,0.8171506372062047,0.12327266375527743,0.0,1.0,0.0
UNC79,0.1840276811780247,0.4087271015641321,0.0,0.0,0.0
WSCD1,0.5861636016316892,0.30037638985934867,1.0,1.0,0.0
ZNF25,0.04067504136970217,0.5292489189746791,0.0,0.0,0.0
