gene,cluster_id,level_1,level_2,level_3,level_4,max_level,is_core,mean_log2fc,mean_log2fc_sig,direction
ASB13,3,True,True,True,True,4,True,-0.17072924352405097,-0.5531911043914866,down
CBLN2,3,True,True,True,True,4,True,-0.353244543295171,-0.8227699976255187,down
CYC1,3,True,True,True,True,4,True,0.056569712233887515,-0.2711704963940589,down
DNAJB1,0,True,True,True,True,4,True,1.1009004077606257,1.131537005363971,up
FH,3,True,True,True,True,4,True,0.130909427414409,-0.3868595644559192,down
HAGH,3,True,True,True,True,4,True,0.11614116706640913,-0.31040274264390844,down
MPP1,3,True,True,True,True,4,True,-0.03525773929272239,-0.41560015395580807,down
NTN4,3,True,True,True,True,4,True,-0.057506912097908224,-0.4987694890673431,down
RALGPS1,3,True,True,True,True,4,True,0.24593208559608234,-0.16515021969541355,down
SERP1,0,True,True,True,True,4,True,0.3313264311395461,0.27269329384729346,up
TMX4,3,True,True,True,True,4,True,0.0008749372169170044,-0.519826921079285,down
AFG3L2,3,True,False,True,True,4,False,0.05127821277103628,-0.3187273979912719,down
CDK14,3,True,False,True,True,4,False,-0.14703927592736132,-0.6021953571269791,down
HECW2,2,True,False,True,True,4,False,0.26599785259539094,0.3723386309309076,up
NOS2,3,True,False,True,True,4,False,-0.34864669611186505,-0.34864669611186505,down
PIK3R5,0,True,False,True,True,4,False,0.8337956117817689,0.8337956117817689,up
PLXDC2,1,True,True,True,True,4,False,0.6773891119759394,0.6773891119759394,up
PRKD1,1,True,False,True,True,4,False,0.6427957893086381,0.6427957893086381,up
PRR5,0,True,False,True,True,4,False,0.5936948771979035,0.49831215218058933,up
ABCA5,3,True,True,True,False,3,True,-0.10462064632660766,-0.3687699603956238,down
NAV2,0,True,True,True,False,3,True,0.5525778612018929,0.37688027800836776,up
VIM,0,True,True,True,False,3,True,1.0546074237330838,1.4056506993560343,up
CDKN1A,1,True,True,True,False,3,False,1.3171104542010474,1.3171104542010474,up
CKMT1A,3,True,False,True,False,3,False,-0.18080127990662564,-0.5871409222074009,down
IMMT,1,True,False,True,False,3,False,0.19585121768667513,0.19585121768667513,up
KCNB2,1,True,False,True,False,3,False,-0.15464426002052653,-0.15464426002052653,down
LMBRD1,2,True,False,True,False,3,False,0.21770132226357294,0.3405768065780521,up
RMC1,2,True,False,True,False,3,False,0.17698528509547598,0.34743242471749003,up
RNF175,2,True,False,True,False,3,False,0.13317395327436068,0.268347085595515,up
TMEM62,3,True,False,True,False,3,False,-0.024438215957014897,-0.2898851813970018,down
UQCRFS1,2,True,False,True,False,3,False,0.2527704125044667,0.4661457366733659,up
ZDHHC18,0,True,False,True,False,3,False,0.6037502390855845,0.6037502390855845,up
ARAP1,0,True,False,False,False,1,False,0.3019849115505062,0.26443117898088,up
C1orf74,4,True,False,False,False,1,False,-0.11553766004702015,-0.3715927832025462,down
CDIP1,4,True,False,False,False,1,False,0.09189790139988012,-0.02638109078580575,down
CRYAB,0,True,False,False,False,1,False,0.7561994477408764,0.7229971423173607,up
CUL1,4,True,False,False,False,1,False,0.04279594372932394,-0.14160718754265256,down
DSP,0,True,False,False,False,1,False,0.49201778582448696,0.49201778582448696,up
IFI44,0,True,False,False,False,1,False,0.6781795596044603,0.8711442707897032,up
IL17RD,0,True,False,False,False,1,False,0.6019929614957084,0.8478785014775365,up
MRPL1,4,True,False,False,False,1,False,0.08286935175332684,-0.31338098367624134,down
MRPS33,2,True,False,False,False,1,False,0.32285942182162025,0.4763990718542259,up
OGA,2,True,False,False,False,1,False,0.35715075681132574,0.5934378457474927,up
RBFOX2,4,True,False,False,False,1,False,-0.012534301442064097,-0.34779437791971723,down
RNF20,4,True,False,False,False,1,False,0.16567423467568018,-0.1365697679995117,down
SNPH,4,True,False,False,False,1,False,0.22667073290063358,0.00321866719852526,up
TCTN1,1,True,False,False,False,1,False,0.5031124692379519,0.5031124692379519,up
TDRKH,-1,False,False,False,False,0,False,-0.046650298001856015,0.009031506633579323,up
