gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ABCA5,3,2,-0.10462064632660766,-0.3687699603956238,True
AFG3L2,3,2,0.05127821277103628,-0.3187273979912719,True
ARAP1,3,2,0.3019849115505062,0.26443117898088,True
ASB13,3,2,-0.17072924352405097,-0.5531911043914866,True
C1orf74,3,2,-0.11553766004702015,-0.3715927832025462,True
CBLN2,3,2,-0.353244543295171,-0.8227699976255187,True
CDIP1,3,2,0.09189790139988012,-0.02638109078580575,False
CDK14,3,2,-0.14703927592736132,-0.6021953571269791,True
CDKN1A,3,3,1.3171104542010474,1.3171104542010474,True
CKMT1A,3,2,-0.18080127990662564,-0.5871409222074009,True
CRYAB,3,2,0.7561994477408764,0.7229971423173607,True
CUL1,3,2,0.04279594372932394,-0.14160718754265256,True
CYC1,3,2,0.056569712233887515,-0.2711704963940589,True
DNAJB1,3,2,1.1009004077606257,1.131537005363971,True
DSP,2,2,0.49201778582448696,0.49201778582448696,True
FH,3,2,0.130909427414409,-0.3868595644559192,True
HAGH,3,2,0.11614116706640913,-0.31040274264390844,True
HECW2,3,2,0.26599785259539094,0.3723386309309076,False
IFI44,3,2,0.6781795596044603,0.8711442707897032,True
IL17RD,3,2,0.6019929614957084,0.8478785014775365,True
IMMT,3,3,0.19585121768667513,0.19585121768667513,False
KCNB2,3,3,-0.15464426002052653,-0.15464426002052653,False
LMBRD1,3,2,0.21770132226357294,0.3405768065780521,False
MPP1,3,2,-0.03525773929272239,-0.41560015395580807,True
MRPL1,3,2,0.08286935175332684,-0.31338098367624134,True
MRPS33,3,2,0.32285942182162025,0.4763990718542259,False
NAV2,3,2,0.5525778612018929,0.37688027800836776,True
NOS2,2,2,-0.34864669611186505,-0.34864669611186505,False
NTN4,3,2,-0.057506912097908224,-0.4987694890673431,True
OGA,3,2,0.35715075681132574,0.5934378457474927,False
PIK3R5,2,2,0.8337956117817689,0.8337956117817689,True
PLXDC2,3,3,0.6773891119759394,0.6773891119759394,True
PRKD1,3,3,0.6427957893086381,0.6427957893086381,True
PRR5,3,2,0.5936948771979035,0.49831215218058933,True
RALGPS1,3,2,0.24593208559608234,-0.16515021969541355,True
RBFOX2,3,2,-0.012534301442064097,-0.34779437791971723,True
RMC1,3,2,0.17698528509547598,0.34743242471749003,False
RNF175,3,2,0.13317395327436068,0.268347085595515,False
RNF20,3,2,0.16567423467568018,-0.1365697679995117,True
SERP1,3,2,0.3313264311395461,0.27269329384729346,True
SNPH,3,2,0.22667073290063358,0.00321866719852526,False
TCTN1,3,3,0.5031124692379519,0.5031124692379519,True
TDRKH,3,2,-0.046650298001856015,0.009031506633579323,False
TMEM62,3,2,-0.024438215957014897,-0.2898851813970018,True
TMX4,3,2,0.0008749372169170044,-0.519826921079285,True
UQCRFS1,3,2,0.2527704125044667,0.4661457366733659,False
VIM,3,2,1.0546074237330838,1.4056506993560343,True
ZDHHC18,2,2,0.6037502390855845,0.6037502390855845,True
