gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
DNAJB1,0,4,1.131537005363971,up
NAV2,0,3,0.37688027800836776,up
SERP1,0,4,0.27269329384729346,up
VIM,0,3,1.4056506993560343,up
ABCA5,3,3,-0.3687699603956238,down
ASB13,3,4,-0.5531911043914866,down
CBLN2,3,4,-0.8227699976255187,down
CYC1,3,4,-0.2711704963940589,down
FH,3,4,-0.3868595644559192,down
HAGH,3,4,-0.31040274264390844,down
MPP1,3,4,-0.41560015395580807,down
NTN4,3,4,-0.4987694890673431,down
RALGPS1,3,4,-0.16515021969541355,down
TMX4,3,4,-0.519826921079285,down
