cluster_id,gene,GSE33000_p,GSE33000_q,GSE5281_p,GSE5281_q,GSE132903_p,GSE132903_q,GSE63060_p,GSE63060_q,n_datasets_nominal,n_datasets_stringent,n_datasets_fdr
4,ZNF462,1.7763568394002505e-15,2.9842794901924207e-15,2.1661864257893626e-07,9.889111943821003e-07,2.0516921495072893e-11,1.795230630818878e-10,0.783401737833544,0.9620723096201419,3,3,3
4,ZNF652,0.0,1e-300,0.0006576510606199,0.0016441276515497501,3.241851231905457e-14,6.80788758700146e-13,0.9097951100233104,1.0,3,3,3
6,ATP6V0E2,0.0,1e-300,3.0739249408107128e-06,1.1324986624039468e-05,0.0001250754836203,0.0002366292933357027,0.5928067081799528,0.8555973107751896,3,3,3
6,CYRIA,0.0,1e-300,0.0006954428157641,0.0017181528389466,4.609837707536535e-05,9.490842339045808e-05,0.3382529793066129,0.6019756411388874,3,3,3
6,FSTL5,0.0,1e-300,0.0454783354033614,0.0682175031050421,1.1251541476298145e-07,3.8110059839074365e-07,0.2386326035994161,0.48418209425968484,3,2,3
6,IMMP2L,0.0,1e-300,0.0072689294400467,0.013728329706126,0.0005627090910418,0.0009725836141463209,0.1519095862654853,0.35643590073465825,3,3,3
6,KLHL29,2.1760371282653068e-14,3.556169625958867e-14,0.0075316659881912,0.013996901393983645,0.0143689316389727,0.020049672054380515,,1.0,3,2,3
6,LINGO1,0.0,1e-300,0.018808179343535,0.0315977412971388,7.0417902620079076e-09,2.957551910043321e-08,0.3046477452501368,0.5636654317403412,3,2,3
6,MTMR2,0.0,1e-300,0.00852543008904,0.015500781980072726,6.856669276800177e-08,2.399834246880062e-07,0.4315329865049198,0.6917704363819325,3,3,3
6,MYO16,0.0,1e-300,4.9589485214163176e-05,0.00014564743909054918,0.0003312856634423,0.000592085015513898,0.7732486226151178,0.9523883328397347,3,3,3
6,RAD23B,7.427569670426237e-11,1.1023248274130811e-10,3.898172688865387e-06,1.3833898658767358e-05,5.481929576944822e-09,2.4493727896987503e-08,0.1883400790330878,0.409859239346616,3,3,3
6,RBM34,0.000198996336389,0.00024581900377464703,0.8038431565693862,0.841930488177412,0.0026262907085308,0.004100528243802736,3.736846387880632e-10,2.6157924715164423e-08,3,3,3
