gene,cluster_id,random_effect,random_se,random_p,fixed_effect,fixed_se,fixed_p,i_squared,tau_squared,cochran_q,n_datasets,direction
ABCA13,0,1.3177238772796462,0.13152519743743288,1.2603119284134745e-23,1.3177238772796462,0.13152519743743288,1.2603119284134745e-23,0.0,0.0,1.3279504483759275,3,up
COL3A1,0,1.5687286942350893,0.12002406461077253,4.878974933203205e-39,1.5687286942350893,0.12002406461077253,4.878974933203205e-39,0.0,0.0,0.6119557133760691,3,up
CTSK,0,1.4484352932686104,0.2812682156592831,2.6096098871183226e-07,1.2500104642723973,0.10004993144800045,8.063761554011413e-36,71.51399863839633,0.1617520592906567,7.020992432780698,3,up
CXCL12,0,1.4801183111911551,0.3820474784180608,0.00010698706486913674,1.0963965479236022,0.07254517044550968,1.3235300446064586e-51,88.42106379408685,0.3703717992741172,17.272743924253042,3,up
MMP10,0,1.4186416039343583,0.3642607005959433,9.836995404618543e-05,1.0264064864142715,0.089183549577396,1.1895649247433788e-30,88.55497055503928,0.32422870827629574,17.47483490206837,3,up
MS4A2,0,1.4445275387316185,0.11218843521467238,6.151446425863156e-38,1.4445275387316185,0.11218843521467238,6.151446425863156e-38,0.0,0.0,0.2138074363042365,3,up
TMEM45A,0,1.4044674539384285,0.10645828157620589,9.671705967807683e-40,1.4044674539384285,0.10645828157620589,9.671705967807683e-40,0.0,0.0,0.2740929506085226,3,up
VSIG1,0,1.4853919657298849,0.28134635285433846,1.2947685147658812e-07,1.4754207221469053,0.11981240680513003,7.575453129525482e-35,75.8221397920741,0.16468689319884425,8.272030621404483,3,up
NELL2,1,1.3892690412277844,0.10672021836276865,9.684505103284456e-39,1.3892690412277844,0.10672021836276865,9.684505103284456e-39,0.0,0.0,0.18085887487117816,3,up
OGN,1,1.3085323655333811,0.09861795895607248,3.51615790158795e-40,1.3085323655333811,0.09861795895607248,3.51615790158795e-40,0.0,0.0,0.07226994913447043,3,up
PRSS12,1,1.3336661058088155,0.4203317514231975,0.0015093007389714813,1.4373897709827053,0.09941902993906175,2.2353406695897975e-47,90.31975294127055,0.43959058688239444,20.660629711887772,3,up
SLN,1,1.280622472091422,0.0962429590243996,2.1321050359578597e-40,1.280622472091422,0.0962429590243996,2.1321050359578597e-40,0.0,0.0,1.3374806958545231,3,up
ADAMTS14,2,0.2742577035421793,0.12754133039077625,0.0315280336354697,0.29217520441285116,0.03344405600930324,2.4100376757159938e-18,90.72909673591487,0.04274469132111486,21.572870981707567,3,up
COL5A1,2,0.6839796071109676,0.14125162488013976,1.2835913861933814e-06,0.6238088817651696,0.06270234158343818,2.554131153129136e-23,55.14020346371215,0.032914898651186825,4.458334977917624,3,up
FN1,2,0.4503949357047356,0.051232049317502165,1.4787465689149065e-18,0.4503949357047356,0.051232049317502165,1.4787465689149065e-18,0.0,0.0,1.0055356061392777,3,up
MMP3,2,0.4903532994528693,0.29829499120973235,0.10020644357891344,0.2846802425102286,0.04442588297343027,1.4745865913004872e-10,95.39002165146164,0.25219573440869286,43.384151698545814,3,up
WNT5A,2,0.5237226290960619,0.060016142087395793,2.6299408832767433e-18,0.5237226290960619,0.060016142087395793,2.6299408832767433e-18,0.0,0.0,0.07454173263575423,3,up
BCHE,3,1.1690352260287107,0.18916660729404322,6.413253295271552e-10,1.021238573527429,0.08441026396894127,1.0754311573916205e-33,62.76791284616575,0.0673740970495827,5.371710674549265,3,up
CFH,3,1.1679863917414042,0.07515349228530858,1.821191611231229e-54,1.1679863917414042,0.07515349228530858,1.821191611231229e-54,0.0,0.0,0.34332372874444816,3,up
CLCA2,3,1.057118207924713,0.2895305962651103,0.0002610737168001168,0.9981421947124286,0.10185751630364666,1.1326023490530087e-22,80.90373118549815,0.17563322523008715,10.473250138169321,3,up
DCLK1,3,1.1869616444573758,0.35150987880257134,0.0007334718136372377,1.0543450429578933,0.07102713709434273,7.579040615970399e-50,94.27246123499242,0.3162012893220041,34.91901289641213,3,up
MMP13,3,1.2426741053049486,0.258113947965918,1.4761327480566129e-06,1.431542192117887,0.07766410851183066,7.209967505150499e-76,88.4307798232462,0.17079913888434398,17.287249870294865,3,up
PSD3,3,1.22267625507955,0.1573832088447535,7.924276637063482e-15,1.1585357223048445,0.05043499835915271,9.117068660751211e-117,84.53282497379698,0.061563878320708386,12.930609478536242,3,up
COL17A1,4,1.621009131495492,0.49081203748463453,0.000957558415488188,1.341529438240028,0.06310227777035736,2.686736345339902e-100,95.95672566998857,0.6872798582284588,49.46486032755412,3,up
EPHA3,4,1.4122735100071973,0.1815487952449933,7.308277813764787e-15,1.3281320057863055,0.07856214491510155,4.0986346553369155e-64,63.49608128262607,0.057634699112554325,5.478863832359199,3,up
LRRN1,4,1.5757231169786603,0.13665152698020275,9.211217704237925e-31,1.5117640973345507,0.07208228412960743,1.1632851048720957e-97,65.46041821027046,0.03593326441740106,5.790458066851018,3,up
MUC5B,4,1.4713902104760017,0.6123134798699557,0.016261120738550808,0.7411104589955217,0.0873085113279749,2.0948299514815927e-17,96.7238174376014,1.0174197815469832,61.046659088977506,3,up
MXRA5,4,1.4648352528893973,0.16683435946151517,1.6321718354942404e-18,1.373119727174658,0.0899070948010861,1.1634450755417672e-52,49.44191136097793,0.04072261032318275,3.955845748599656,3,up
SOX2,4,1.4992181033897491,0.11054235238158047,6.692278525071268e-42,1.4992181033897491,0.11054235238158047,6.692278525071268e-42,0.0,0.0,1.1789229641881445,3,up
ABCA3,5,-1.2820396560203609,0.2435710817718852,1.4132819150221895e-07,-1.4478910852684077,0.10007138356237148,1.913750867678246e-47,75.78106554279745,0.13217443064683357,8.258001620732799,3,down
CSF3R,5,-1.2461442212473772,0.23160927638758583,7.433179823828399e-08,-1.2760589631602595,0.06562409931655697,3.2143209537056207e-84,87.28161170586782,0.1264488240168223,15.725262932275234,3,down
GPR4,5,-1.2068955355335116,0.08946532313964231,1.7887461224355574e-41,-1.2068955355335116,0.08946532313964231,1.7887461224355574e-41,0.0,0.0,0.6397956494510222,3,down
NPR1,5,-1.2509768086024238,0.1425897335641782,1.7356661836786617e-18,-1.2699293613135603,0.067621686654104,1.10261537585302e-78,72.25435231041084,0.042957565802748225,7.208337763008677,3,down
PAPSS2,5,-1.2414706689704302,0.17310461787565048,7.402124025503318e-13,-1.2005265564637382,0.0561093949061273,1.4502248721773935e-101,83.7333470637435,0.07330386808922329,12.295092345286529,3,down
PLLP,5,-1.2285435292925009,0.18891939015698134,7.873175862393327e-11,-1.1605387946731516,0.06362132983548338,2.424074531591688e-74,76.79359239656515,0.07859759309523866,8.618309366004473,3,down
SLCO2A1,5,-1.2922054409046502,0.2547109445204664,3.911335265448393e-07,-1.2291735773922992,0.10478794817028221,8.934834990494971e-32,70.4742866967446,0.1334657558324013,6.77375675723129,3,down
ASPN,7,2.806108288380597,0.12622662808335103,1.7334857608520044e-109,2.806108288380597,0.12622662808335103,1.7334857608520044e-109,0.0,0.0,0.40403701586727314,3,up
COL14A1,7,2.3272857093840345,0.2733242745020805,1.6696144967872197e-17,2.1977223797570913,0.10712665108972845,1.57588770588924e-93,68.50364152338442,0.13821702024721058,6.34994042719223,3,up
CXCL14,7,2.769243759007135,1.0633157259682007,0.009204934797719055,1.2962220498571726,0.07405038510203464,1.321621616151524e-68,95.27524342312462,3.155118463721436,42.330223101624014,3,up
IL13RA2,7,2.326282187803451,0.7000322959802281,0.0008902077699105141,1.809121735485163,0.088707187238291,1.8785184780962766e-92,96.09282067978366,1.3644072700446208,51.187822111252856,3,up
KRT5,7,2.4402630034251462,0.14575346219326296,6.433910596592212e-63,2.4402630034251462,0.14575346219326296,6.433910596592212e-63,0.0,0.0,1.445856093567003,3,up
MMP1,7,3.339236096507305,0.871481789436518,0.00012727313618610006,2.665003360011765,0.1948822714865444,1.433255545485598e-42,87.25884430353949,1.8750501704373497,15.697163174574497,3,up
MMP7,7,3.3706172552388183,0.39225624729230885,8.480406997257032e-18,3.0678666447125456,0.15199870265511897,1.366995341838487e-90,62.43973693107502,0.28655707223652516,5.32477633697586,3,up
MSMB,7,1.844244483085208,0.42250712919724415,1.2712156914671841e-05,1.5529999390375926,0.18784452202563168,1.368256206663604e-16,38.16600918334214,0.24271343472349918,3.2344669551252823,3,up
SFRP2,7,3.2287778629692636,0.5422284861658254,2.606377843099322e-09,2.786846368864268,0.12493581242019586,3.2151104200780244e-110,83.99975231358039,0.6570395956242895,12.499806497980167,3,up
AGER,8,-1.149701628150636,0.28954310475933015,7.164844957024468e-05,-1.232743470651152,0.10259125026406866,2.925640153374827e-33,82.7145060047836,0.18956642769405185,11.570395387910121,3,down
CACNA2D2,8,-1.1235725635082339,0.21974753696947574,3.1705626444760366e-07,-1.121536529684418,0.0946729872977148,2.245658999306405e-32,75.6143771735523,0.10649575077652716,8.201553900156604,3,down
CDH13,8,-1.0247938011411744,0.09283629200467712,2.485494742339046e-28,-1.0247938011411744,0.09283629200467712,2.485494742339046e-28,0.0,0.0,0.6528311178201682,3,down
ID1,8,-1.1976757924322947,0.0831941773999349,5.470788594671081e-47,-1.1976757924322947,0.0831941773999349,5.470788594671081e-47,0.0,0.0,0.9723876199800887,3,down
STX11,8,-0.9013633992248636,0.06933995608416074,1.2364278528919935e-38,-0.9013633992248636,0.06933995608416074,1.2364278528919935e-38,0.0,0.0,1.0425747384519952,3,down
TAMALIN,8,-1.0649176982359334,0.2751985772323518,0.00010899897876838724,-1.1694229108990812,0.07229428236750793,7.4636009353204135e-59,86.74032426768761,0.18288051406694825,15.083325115758425,3,down
TIMP3,8,-0.8665517056468658,0.23802006784111052,0.0002719331051832612,-0.6286981099066793,0.056914466104456676,2.28265251804362e-28,73.02412205378437,0.12067835077330803,7.4140311725445605,3,down
AOC3,9,-0.6729588534524092,0.1297910916680967,2.1608593262783375e-07,-0.593773131405465,0.0628099641135365,3.27729484136054e-21,31.861740929039577,0.02068648835777054,2.935208541088735,3,down
