gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
AP3M1,3,2,0.3007204219851743,0.16336320973556395,True
ASB13,3,2,-0.17072924352405097,-0.5531911043914866,True
BIN3,3,2,0.40519441067673573,0.62099618291965,True
C1orf74,3,2,-0.11553766004702015,-0.3715927832025462,True
CACHD1,3,3,0.7161416247155135,0.7161416247155135,True
CD79B,2,2,0.6296990548643171,0.6296990548643171,True
CDC42,3,2,-0.03735343645472463,-0.07798991609992134,False
CDCA5,3,2,-0.12630897912811845,-0.48898235295242043,True
COXFA4,3,2,0.397159987940008,0.6401194033266773,False
DNAJB4,3,2,0.4015502756161215,0.33762079621651453,True
EIF2S3,3,2,0.26549307086283314,0.40413976599937573,False
EMC1,3,2,-0.051971667944302524,-0.19942662646732945,True
GABPB2,3,2,0.49692239443801817,0.7400996859935662,True
GALNT17,3,2,-0.05504723794941935,-0.2897941655138929,True
GPI,3,2,-0.06734321929033331,-0.30330736733466335,True
HECTD1,3,2,0.2427982350045997,-0.22948509902573955,True
HMGN1,3,2,0.5288509043704185,0.7401684070748575,True
JAG1,3,2,0.5635285796679327,0.808146260415691,True
KLC2,3,2,-0.2770559072358161,-0.27634731427243864,True
LAMC1,3,2,0.43858973506112253,0.5843865531333496,True
LPCAT4,3,2,-0.08674649331465704,-0.36102882400716485,True
LRRC42,3,2,0.5641717845392784,0.8204778797781491,True
MCUB,3,3,0.7736082489425433,0.7736082489425433,True
MRPL22,3,2,0.1544416072990941,-0.1943443117888768,True
MYH11,3,2,0.30536665242836847,0.46044073068549274,False
NEK6,3,2,0.6437928519309134,0.5134935605263715,True
NPEPPS,3,2,0.15169935414556276,-0.1733238352546138,True
NPTN,3,2,-0.07054808201313634,-0.38653632378325753,True
NPTX1,3,2,-0.232117772548591,-0.4038958855061052,True
NT5C2,3,2,0.3291193077884624,0.19292331305133104,True
OAS3,2,2,0.7548494767919145,0.7548494767919145,True
PAFAH1B1,3,2,0.09851145193032274,-0.3194531790132613,True
PIK3AP1,2,2,0.953136840672439,0.953136840672439,True
PLOD1,3,2,0.5724559453656667,0.4434836987793829,True
PTGR2,3,2,0.47208178108538906,0.6227671624819292,True
PTPRM,3,2,0.07687803535234365,-0.2973455948663424,True
RAB27A,2,2,0.8060558385596213,0.8060558385596213,True
RAD54L,2,2,0.529171966808184,0.529171966808184,True
RMC1,3,2,0.17698528509547598,0.34743242471749003,False
RNASET2,3,3,0.6809542301911099,0.6809542301911099,True
RPL12,3,2,0.428363018909146,0.3075327347126118,True
SCFD1,3,2,0.25945232999900786,0.37796086442799837,False
SNX14,3,2,0.1657591540444742,-0.27415390903181835,True
STMN2,3,2,-0.16948851169448056,-0.6061211222188243,True
TLE1,3,2,0.36685141691359363,0.18835601516641187,True
TNFRSF10B,2,2,1.0331259304913258,1.0331259304913258,True
USP11,3,2,-0.05343883787234146,-0.3731875733030954,True
VDAC3,3,2,-0.01714041149610009,-0.45456991589043927,True
YES1,3,2,0.5875561537583858,0.37176575484253993,True
