gene,avg_log2fc,neg_log10_min_p,n_sig_datasets,direction_consistency,tier_score
AP3M1,0.4694132776888071,0.06214885962470673,0.0,1.0,0.0
ASB13,0.032289225556226625,0.7638856654324334,0.0,0.0,0.0
BIN3,0.7485859456691986,0.3428558774591113,0.0,0.0,0.0
C1orf74,0.14307077058856676,0.20869232409635693,0.0,0.0,0.0
CACHD1,0.8066281069398628,0.5104660227511773,1.0,1.0,0.0
CD79B,0.7538950123716694,0.12638410786716384,0.0,1.0,0.0
CDC42,0.3221791402618349,0.0879883169355347,0.0,0.0,0.0
CDCA5,0.0714588866106177,0.8132472579847052,0.0,0.0,0.0
COXFA4,0.7602518018776395,0.43113633313871447,0.0,0.0,0.0
DNAJB4,0.5757167090067724,0.1414625085279057,0.0,1.0,0.0
EIF2S3,0.6162956868203278,0.08301823663585636,0.0,0.0,0.0
EMC1,0.2480983541066071,0.45209850448736305,0.0,0.0,0.0
GABPB2,0.8212433909743486,0.26627747356203185,0.0,1.0,0.0
GALNT17,0.1929708863480653,0.27229177676842553,0.0,0.0,0.0
GPI,0.1847273444131085,0.31608180511271056,0.0,0.0,0.0
HECTD1,0.22976159851585296,0.3880907858582093,0.0,0.0,0.0
HMGN1,0.8212853133198411,0.16485585456261462,0.0,1.0,0.0
JAG1,0.8627542628771677,0.15793750975613902,0.0,1.0,0.0
KLC2,0.20117395202948454,0.9138239443900977,0.0,1.0,0.0
LAMC1,0.7262527471889731,0.22450485193327996,0.0,1.0,0.0
LPCAT4,0.1495151678366302,0.9029884230984647,0.0,0.0,0.0
LRRC42,0.8702769967701891,0.4012897097028202,0.0,1.0,0.0
MCUB,0.8416848265063374,0.4735370213578777,1.0,1.0,0.0
MRPL22,0.25119874990725843,0.5064048783898876,0.0,0.0,0.0
MYH11,0.6506413119004737,0.2437847905192481,0.0,0.0,0.0
NEK6,0.6830054572275415,1.0,0.0,1.0,0.0
NPEPPS,0.2640220009843368,0.0,0.0,0.0,0.0
NPTN,0.13395467026921262,0.22260220417374166,0.0,0.0,0.0
NPTX1,0.12336470965641341,0.06261677773498446,0.0,0.0,0.0
NT5C2,0.4874460100136239,0.21641928085235854,0.0,1.0,0.0
OAS3,0.8302412969177894,0.2939110128525302,0.0,1.0,0.0
PAFAH1B1,0.17487781523329132,0.21766725440962786,0.0,0.0,0.0
PIK3AP1,0.9512037616986154,0.883882718991919,0.0,1.0,0.0
PLOD1,0.6402969090369304,0.5204717951001948,0.0,1.0,0.0
PTGR2,0.7496663072653054,0.18995661328413974,0.0,1.0,0.0
PTPRM,0.18836424127893753,0.22277695274337456,0.0,0.0,0.0
RAB27A,0.861479029926397,0.41812240322680855,0.0,1.0,0.0
RAD54L,0.6925698522074754,0.2852775197550867,0.0,1.0,0.0
RMC1,0.5817021573165644,0.2816336477347851,0.0,0.0,0.0
RNASET2,0.7851625234170932,0.1137165572219933,1.0,1.0,0.0
RPL12,0.5573619030889222,0.4002797582874601,0.0,1.0,0.0
SCFD1,0.6003256098706111,0.06946660720040825,0.0,0.0,0.0
SNX14,0.20251200857013468,0.42784069502606425,0.0,0.0,0.0
STMN2,0.0,0.5120427626127759,0.0,0.0,0.0
TLE1,0.48465979308715873,0.2689446508345421,0.0,1.0,0.0
TNFRSF10B,1.0,0.5284963116757541,0.0,1.0,0.0
USP11,0.14209789093756325,0.3843427751204673,0.0,0.0,0.0
VDAC3,0.09245171804812886,0.7781842240439325,0.0,0.0,0.0
YES1,0.5965463689226307,0.09092034749473803,0.0,1.0,0.0
