gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
CACHD1,0,4,0.7161416247155135,up
NEK6,0,4,0.5134935605263715,up
PIK3AP1,0,4,0.953136840672439,up
PLOD1,0,4,0.4434836987793829,up
RPL12,0,3,0.3075327347126118,up
ASB13,2,4,-0.5531911043914866,down
CDCA5,2,4,-0.48898235295242043,down
EMC1,2,4,-0.19942662646732945,down
LPCAT4,2,4,-0.36102882400716485,down
MRPL22,2,4,-0.1943443117888768,down
SNX14,2,4,-0.27415390903181835,down
VDAC3,2,4,-0.45456991589043927,down
GALNT17,3,3,-0.2897941655138929,down
GPI,3,3,-0.30330736733466335,down
NPTN,3,2,-0.38653632378325753,down
