gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
APBA2,0,4,-0.26454672328367046,down
CYC1,0,4,-0.2711704963940589,down
DEPDC5,0,4,-0.21183136998837515,down
GLS,0,2,-0.45500245054024324,down
GPAT3,0,3,-0.541734887542681,down
KLHDC2,0,4,-0.39350423207652385,down
NTAQ1,0,4,-0.33346825245615075,down
PTH2R,0,4,-0.7807750994895828,down
QRICH1,0,4,-0.18021878844793626,down
SLC25A12,0,4,-0.6633811431832073,down
SPATA7,0,4,-0.35085009000891443,down
SRGAP3,0,3,-0.2433601742610847,down
TTC13,0,4,-0.2632727615990831,down
ADAMTS9,1,4,1.2482507363940039,up
H2BC21,1,4,0.6956560608268275,up
NGFR,1,4,0.28721010586669715,up
NIBAN2,1,3,0.4884062136906957,up
TMIGD3,1,3,1.014264472990552,up
VIM,1,3,1.4056506993560343,up
