gene,n_runs_in_phase6,median_random_effect,std_random_effect,iqr_random_effect,median_random_p,direction,direction_concordance
DSEL,50,-0.715552,0.000000,0.000000,1.917186e-06,down,1.0000
DSG2,50,-0.811674,0.000000,0.000000,1.626301e-02,down,1.0000
DSG3,50,1.113349,0.000000,0.000000,2.546282e-10,up,1.0000
DST,46,-0.558136,0.000000,0.000000,2.452467e-43,down,1.0000
DSTYK,50,-0.362882,0.000000,0.000000,6.721449e-29,down,1.0000
DTL,50,1.241457,0.000000,0.000000,1.459983e-01,up,1.0000
DTNA,50,-1.426108,0.000000,0.000000,1.682940e-01,down,1.0000
DTNBP1,50,0.127926,0.000000,0.000000,6.219682e-01,up,1.0000
DTWD1,50,-0.411916,0.000000,0.000000,3.063292e-15,down,1.0000
DTX3L,50,0.696422,0.000000,0.000000,6.020417e-03,up,1.0000
DTX4,50,-0.784145,0.000000,0.000000,8.014081e-02,down,1.0000
DUOXA1,50,1.187752,0.000000,0.000000,7.255824e-02,up,1.0000
DUOXA2,50,1.414676,0.000000,0.000000,2.162807e-01,up,1.0000
DUS1L,50,0.310373,0.000000,0.000000,4.958277e-02,up,1.0000
DUS2,50,0.351708,0.000000,0.000000,2.139079e-01,up,1.0000
DUSP10,48,-0.580733,0.000000,0.000000,4.718178e-02,down,1.0000
DUSP11,50,0.427894,0.000000,0.000000,3.829341e-02,up,1.0000
DUSP12,50,0.408770,0.000000,0.000000,1.250480e-01,up,1.0000
DUSP14,50,0.849177,0.000000,0.000000,4.983518e-03,up,1.0000
DUSP2,49,0.502110,0.000000,0.000000,1.319137e-04,up,1.0000
DUSP3,50,0.331185,0.000000,0.000000,4.905817e-01,up,1.0000
DUSP4,50,-0.552622,0.000000,0.000000,1.349274e-01,down,1.0000
DUSP5,45,0.762090,0.000000,0.000000,1.027204e-01,up,1.0000
DUSP7,50,0.384931,0.000000,0.000000,1.200313e-02,up,1.0000
DUSP9,50,0.259800,0.000000,0.000000,7.297257e-10,up,1.0000
DVL2,50,-0.133918,0.000000,0.000000,4.775196e-10,down,1.0000
DYM,50,0.214778,0.000000,0.000000,6.632713e-01,up,1.0000
DYNC1I1,50,-0.631408,0.000000,0.000000,7.269815e-02,down,1.0000
DYNC1I2,50,-0.150303,0.000000,0.000000,6.871879e-01,down,1.0000
DYNC1LI2,50,-0.115720,0.000000,0.000000,6.477059e-08,down,1.0000
DYNC2H1,50,-0.313200,0.000000,0.000000,1.398401e-02,down,1.0000
DYNC2I1,50,-0.243770,0.000000,0.000000,4.514275e-02,down,1.0000
DYNLL1,50,0.214911,0.000000,0.000000,5.304844e-11,up,1.0000
DYNLL2,50,-0.192609,0.000000,0.000000,1.030196e-01,down,1.0000
DYNLRB2,50,-0.832765,0.000000,0.000000,1.038762e-01,down,1.0000
DYNLT1,50,0.397669,0.000000,0.000000,3.284536e-02,up,1.0000
DYNLT2B,49,0.247692,0.000000,0.000000,5.069619e-02,up,1.0000
DZANK1,50,-0.281423,0.000000,0.000000,3.266216e-02,down,1.0000
DZIP1,48,-0.592506,0.000000,0.000000,3.569402e-02,down,1.0000
DZIP3,50,-0.465069,0.000000,0.000000,1.170010e-04,down,1.0000
E2F3,50,0.395876,0.000000,0.000000,1.018602e-02,up,1.0000
E2F5,49,-0.092929,0.000000,0.000000,2.539957e-05,down,1.0000
E2F8,50,1.145803,0.000000,0.000000,3.072327e-02,up,1.0000
EBF1,50,-0.661886,0.000000,0.000000,4.212639e-05,down,1.0000
EBF3,50,-0.610314,0.000000,0.000000,9.017196e-06,down,1.0000
EBP,49,0.121736,0.000000,0.000000,9.844406e-06,up,1.0000
EBPL,50,0.334853,0.000000,0.000000,5.605105e-03,up,1.0000
ECD,50,0.175193,0.000000,0.000000,8.307754e-02,up,1.0000
ECE1,50,-0.083958,0.000000,0.000000,4.028844e-04,down,1.0000
ECHDC3,50,-0.278524,0.000000,0.000000,1.004299e-09,down,1.0000
ECI1,50,-0.184853,0.000000,0.000000,4.947287e-08,down,1.0000
ECI2,50,-0.606331,0.000000,0.000000,6.484070e-02,down,1.0000
ECM2,50,-0.670608,0.000000,0.000000,4.742301e-06,down,1.0000
ECRG4,50,-1.148397,0.000000,0.000000,1.147338e-01,down,1.0000
ECSCR,50,-0.487750,0.000000,0.000000,4.993320e-02,down,1.0000
EDA,50,-0.357431,0.000000,0.000000,1.529532e-01,down,1.0000
EDAR,50,-0.743472,0.000000,0.000000,1.259053e-01,down,1.0000
EDC3,50,0.078047,0.000000,0.000000,6.876257e-01,up,1.0000
EDEM3,50,0.343680,0.000000,0.000000,4.827720e-02,up,1.0000
EDIL3,45,-1.002813,0.000000,0.000000,1.778114e-02,down,1.0000
EDNRA,47,-0.265644,0.000000,0.000000,2.189994e-03,down,1.0000
EEF1A1,50,-0.137665,0.000000,0.000000,1.714341e-03,down,1.0000
EEF1AKMT2,50,-0.380566,0.000000,0.000000,1.156703e-03,down,1.0000
EEF1AKMT3,50,-0.256449,0.000000,0.000000,2.178526e-11,down,1.0000
EEIG1,50,0.298437,0.000000,0.000000,7.311472e-02,up,1.0000
EEPD1,49,0.020993,0.000000,0.000000,8.971860e-01,up,1.0000
EFCAB14,50,-0.141655,0.000000,0.000000,4.447623e-02,down,1.0000
EFCAB7,50,-0.351863,0.000000,0.000000,1.530550e-02,down,1.0000
EFEMP1,50,-0.539825,0.000000,0.000000,4.434810e-21,down,1.0000
EFEMP2,50,-0.685196,0.000000,0.000000,6.530060e-02,down,1.0000
EFHD1,50,-0.745957,0.000000,0.000000,1.011695e-03,down,1.0000
EFNA4,50,-0.289933,0.000000,0.000000,2.198245e-02,down,1.0000
EFNA5,50,-0.643199,0.000000,0.000000,6.041010e-15,down,1.0000
EFNB2,50,-0.805283,0.000000,0.000000,9.957499e-04,down,1.0000
EFNB3,50,-0.424543,0.000000,0.000000,9.288893e-03,down,1.0000
EFTUD2,50,0.158213,0.000000,0.000000,5.014323e-01,up,1.0000
EGF,50,-1.019446,0.000000,0.000000,2.508504e-01,down,1.0000
EGFL7,50,-0.389954,0.000000,0.000000,1.953600e-01,down,1.0000
EGFL8,50,0.766279,0.000000,0.000000,1.319067e-01,up,1.0000
EGFR,50,-0.303010,0.000000,0.000000,3.821599e-05,down,1.0000
EGR2,50,-0.402605,0.000000,0.000000,5.640349e-04,down,1.0000
EHBP1,50,-0.383000,0.000000,0.000000,1.735655e-28,down,1.0000
EHD2,50,-0.366205,0.000000,0.000000,1.933343e-02,down,1.0000
EHD3,50,0.333741,0.000000,0.000000,2.632040e-01,up,1.0000
EHD4,50,0.242383,0.000000,0.000000,1.060642e-01,up,1.0000
EHF,50,0.551340,0.000000,0.000000,1.916959e-63,up,1.0000
EID1,50,-0.360848,0.000000,0.000000,2.382840e-08,down,1.0000
EID3,50,0.411180,0.000000,0.000000,4.812201e-01,up,1.0000
EIF1,0,0,0,0,1.0,none,0.0
EIF1AX,50,0.127321,0.000000,0.000000,7.759000e-01,up,1.0000
EIF1B,50,-0.295153,0.000000,0.000000,4.033514e-02,down,1.0000
EIF2AK3,50,-0.190969,0.000000,0.000000,1.805100e-08,down,1.0000
EIF2B1,50,0.143533,0.000000,0.000000,7.262879e-13,up,1.0000
EIF2B2,50,0.698284,0.000000,0.000000,1.664109e-02,up,1.0000
EIF2B4,50,0.181731,0.000000,0.000000,8.558519e-09,up,1.0000
EIF2S1,50,0.265621,0.000000,0.000000,1.826180e-01,up,1.0000
EIF3B,50,0.063633,0.000000,0.000000,8.504220e-01,up,1.0000
EIF3C,49,-0.440545,0.000000,0.000000,5.720580e-03,down,1.0000
EIF3E,50,-0.167756,0.000000,0.000000,1.418009e-01,down,1.0000
EIF3I,50,0.233978,0.000000,0.000000,8.093293e-09,up,1.0000
EIF3L,50,-0.122469,0.000000,0.000000,8.464593e-15,down,1.0000
EIF4A3,50,0.719631,0.000000,0.000000,1.450539e-04,up,1.0000
EIF4B,50,-0.283654,0.000000,0.000000,4.647420e-02,down,1.0000
EIF4E,50,0.070663,0.000000,0.000000,6.264545e-01,up,1.0000
EIF4E2,50,0.217554,0.000000,0.000000,5.980267e-01,up,1.0000
EIF4E3,50,-0.597899,0.000000,0.000000,3.931055e-03,down,1.0000
EIF4EBP1,50,1.248901,0.000000,0.000000,4.660489e-02,up,1.0000
EIF4ENIF1,50,-0.235816,0.000000,0.000000,9.936776e-15,down,1.0000
EIF4G1,47,0.218860,0.000000,0.000000,1.963503e-02,up,1.0000
EIF4H,50,0.258029,0.000000,0.000000,5.046803e-02,up,1.0000
EIF5,50,0.162522,0.000000,0.000000,6.022171e-18,up,1.0000
EIF6,50,0.646553,0.000000,0.000000,1.710974e-07,up,1.0000
EIPR1,50,0.542070,0.000000,0.000000,1.112378e-01,up,1.0000
ELAPOR1,50,-1.481203,0.000000,0.000000,1.339919e-01,down,1.0000
ELAPOR2,50,-1.046237,0.000000,0.000000,5.716375e-02,down,1.0000
ELAVL1,0,0,0,0,1.0,none,0.0
ELF2,50,-0.457955,0.000000,0.000000,5.547647e-02,down,1.0000
ELF3,50,0.707690,0.000000,0.000000,2.128509e-01,up,1.0000
ELK4,50,-0.165161,0.000000,0.000000,4.321296e-04,down,1.0000
ELL2,50,0.239804,0.000000,0.000000,5.261017e-01,up,1.0000
ELL3,50,-0.345095,0.000000,0.000000,3.783740e-07,down,1.0000
ELMO1,50,-0.327770,0.000000,0.000000,2.482027e-02,down,1.0000
ELMO2,50,-0.180237,0.000000,0.000000,3.787128e-08,down,1.0000
ELMO3,50,0.290372,0.000000,0.000000,1.646351e-02,up,1.0000
ELMOD2,50,-0.147479,0.000000,0.000000,4.581438e-01,down,1.0000
ELN,50,-0.891413,0.000000,0.000000,4.388991e-16,down,1.0000
ELOB,50,0.230327,0.000000,0.000000,4.915176e-02,up,1.0000
ELOC,50,0.433502,0.000000,0.000000,4.766940e-02,up,1.0000
ELOF1,50,0.382396,0.000000,0.000000,4.605417e-02,up,1.0000
ELOVL3,50,-2.462810,0.000000,0.000000,4.403945e-04,down,1.0000
ELOVL4,50,0.488220,0.000000,0.000000,2.502305e-02,up,1.0000
ELOVL5,50,-0.532191,0.000000,0.000000,1.318752e-12,down,1.0000
ELOVL6,50,0.200760,0.000000,0.000000,5.949238e-01,up,1.0000
ELOVL7,50,0.977936,0.000000,0.000000,1.746926e-04,up,1.0000
ELP2,50,-0.229087,0.000000,0.000000,3.165641e-14,down,1.0000
EMC6,50,0.179476,0.000000,0.000000,7.538413e-05,up,1.0000
EMG1,50,0.346178,0.000000,0.000000,1.815189e-02,up,1.0000
EML5,50,-0.153421,0.000000,0.000000,1.279254e-01,down,1.0000
EMP3,50,-0.414103,0.000000,0.000000,1.182059e-03,down,1.0000
EMX2,50,-1.251147,0.000000,0.000000,3.711559e-08,down,1.0000
EN1,46,-0.854356,0.000000,0.000000,4.110498e-10,down,1.0000
ENAH,50,0.322969,0.000000,0.000000,5.292251e-01,up,1.0000
ENC1,49,-0.563396,0.000000,0.000000,2.215303e-03,down,1.0000
ENDOG,48,0.505756,0.000000,0.000000,9.519072e-02,up,1.0000
ENDOU,50,0.602849,0.000000,0.000000,1.230086e-02,up,1.0000
ENHO,50,-0.130649,0.000000,0.000000,4.615173e-07,down,1.0000
ENKD1,49,-0.360455,0.000000,0.000000,1.354400e-01,down,1.0000
ENO2,50,-0.886734,0.000000,0.000000,4.470542e-02,down,1.0000
ENOSF1,50,0.121890,0.000000,0.000000,7.361744e-01,up,1.0000
ENPP1,50,-0.715704,0.000000,0.000000,2.529639e-01,down,1.0000
ENPP3,50,-0.486389,0.000000,0.000000,3.353270e-02,down,1.0000
ENPP4,50,-1.069304,0.000000,0.000000,3.007311e-02,down,1.0000
ENPP5,50,-1.956252,0.000000,0.000000,8.287226e-02,down,1.0000
ENTPD7,50,0.529090,0.000000,0.000000,2.064254e-01,up,1.0000
ENTREP1,50,-1.296172,0.000000,0.000000,2.104620e-02,down,1.0000
ENTREP3,50,0.513217,0.000000,0.000000,2.023690e-01,up,1.0000
ENY2,50,-0.142369,0.000000,0.000000,5.949390e-01,down,1.0000
EP400,48,-0.215841,0.000000,0.000000,8.881635e-17,down,1.0000
EPB41,50,-0.299538,0.000000,0.000000,3.745566e-02,down,1.0000
EPB41L1,50,0.157890,0.000000,0.000000,6.839205e-01,up,1.0000
EPB41L2,50,-0.461911,0.000000,0.000000,6.617212e-10,down,1.0000
EPB41L4B,50,-0.620745,0.000000,0.000000,7.003629e-06,down,1.0000
EPB41L5,50,-0.366007,0.000000,0.000000,1.658933e-02,down,1.0000
EPC1,50,-0.276959,0.000000,0.000000,1.390111e-31,down,1.0000
EPC2,50,-0.181272,0.000000,0.000000,9.132696e-11,down,1.0000
EPCAM,50,-1.277148,0.000000,0.000000,4.502351e-02,down,1.0000
EPDR1,50,-1.248371,0.000000,0.000000,1.243524e-01,down,1.0000
EPHA2,50,1.173943,0.000000,0.000000,1.172969e-02,up,1.0000
EPHA3,50,-0.491009,0.000000,0.000000,6.994382e-02,down,1.0000
EPHB1,50,-0.806073,0.000000,0.000000,1.283034e-02,down,1.0000
EPHB2,50,2.360977,0.000000,0.000000,2.985544e-01,up,1.0000
EPHB4,45,0.171224,0.000000,0.000000,6.011995e-10,up,1.0000
EPHB6,50,-0.331509,0.000000,0.000000,2.312078e-05,down,1.0000
EPHX1,50,-0.779475,0.000000,0.000000,9.623160e-03,down,1.0000
EPHX2,50,-0.498824,0.000000,0.000000,1.004028e-01,down,1.0000
EPHX3,50,1.448277,0.000000,0.000000,1.083720e-02,up,1.0000
EPHX4,50,-0.120120,0.000000,0.000000,3.370415e-07,down,1.0000
EPM2AIP1,50,-0.273763,0.000000,0.000000,7.772054e-04,down,1.0000
EPN1,50,0.400083,0.000000,0.000000,5.152576e-02,up,1.0000
EPN3,50,1.120944,0.000000,0.000000,5.726354e-03,up,1.0000
EPOP,50,1.989801,0.000000,0.000000,2.113600e-01,up,1.0000
EPOR,50,-0.190834,0.000000,0.000000,5.790798e-01,down,1.0000
EPPK1,50,-0.010741,0.000000,0.000000,9.586637e-01,down,1.0000
EPRS1,50,0.458440,0.000000,0.000000,1.012205e-01,up,1.0000
EPS15L1,50,0.165735,0.000000,0.000000,4.993706e-01,up,1.0000
EPS8,50,-0.533168,0.000000,0.000000,1.600165e-06,down,1.0000
EPS8L2,49,0.349382,0.000000,0.000000,7.489293e-02,up,1.0000
EPSTI1,50,1.439111,0.000000,0.000000,1.100118e-01,up,1.0000
ERBB4,50,-2.213065,0.000000,0.000000,2.536679e-01,down,1.0000
ERC2,50,0.511552,0.000000,0.000000,2.043870e-01,up,1.0000
ERCC1,50,-0.307328,0.000000,0.000000,1.677216e-27,down,1.0000
