gene,cluster_id,status,discovery_direction,n_same_tissue_concordant,n_same_tissue_discordant,n_cross_tissue_concordant,reason
RHPN2,70,survived,up,3,0,0,Same-tissue replication: 3/3 concordant. Cross-tissue: 0/0 concordant.
TRAM2,70,eliminated,up,2,2,0,"Significant opposite direction in same-tissue dataset(s): ['GSE18123', 'GSE26415']. Discovery direction: up."
GPI,71,survived,down,1,0,0,Same-tissue replication: 1/4 concordant. Cross-tissue: 0/0 concordant.
NAP1L5,71,survived,down,1,0,0,Same-tissue replication: 1/3 concordant. Cross-tissue: 0/0 concordant.
VRK1,71,eliminated,down,1,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE18123']. Discovery direction: down.
MDFIC,74,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
NME4,74,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE18123']. Discovery direction: up.
RAMP1,74,survived,up,2,0,0,Same-tissue replication: 2/4 concordant. Cross-tissue: 0/0 concordant.
TOB1,74,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
MPZL1,75,eliminated,up,2,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE18123']. Discovery direction: up.
NPAS3,75,survived,up,2,0,0,Same-tissue replication: 2/4 concordant. Cross-tissue: 0/0 concordant.
POU3F2,75,eliminated,up,1,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE18123']. Discovery direction: up.
EIF3K,79,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
HMGB3,79,survived,up,1,0,0,Same-tissue replication: 1/3 concordant. Cross-tissue: 0/0 concordant.
NET1,79,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
VCPKMT,79,eliminated,up,2,2,0,"Significant opposite direction in same-tissue dataset(s): ['GSE26415', 'GSE42133']. Discovery direction: up."
ARL3,81,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
FAM216A,81,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
MTRES1,81,eliminated,up,3,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
SAYSD1,81,eliminated,up,2,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE26415']. Discovery direction: up.
DKK3,86,eliminated,up,2,1,0,Significant opposite direction in same-tissue dataset(s): ['GSE18123']. Discovery direction: up.
