gene,cluster_id,max_level_survived,mean_log2fc,direction
TRAM2,70,4,0.8597625869881054,up
GPI,71,3,-0.06734321929033331,down
NAP1L5,71,3,-0.08177287905276742,down
VRK1,71,3,-0.08921964785812397,down
MDFIC,74,3,0.3784318299794607,up
NME4,74,3,0.37098020219892014,up
RAMP1,74,3,0.3832434118279749,up
TOB1,74,3,0.3912969248565507,up
MPZL1,75,3,0.43711193659064546,up
NPAS3,75,3,0.43596387126978325,up
POU3F2,75,3,0.42870110648341786,up
EIF3K,79,3,0.06686007355778815,up
HMGB3,79,3,0.07279382889695452,up
NET1,79,3,0.06930181552651533,up
VCPKMT,79,3,0.09632195536686246,up
ARL3,81,3,0.04018304859287388,up
FAM216A,81,3,0.0339297117203133,up
MTRES1,81,3,0.02769572355321559,up
SAYSD1,81,3,0.052299414529132594,up
DKK3,86,3,0.14699466793929142,up
HEATR5B,86,3,0.10080935013207792,up
KCNIP4,86,3,0.13956592403657334,up
NAPB,86,3,-0.009993630973912815,down
SLC45A1,86,3,-0.04806255805905598,down
SSX2IP,86,3,0.10524437438002703,up
SYT13,86,3,-0.07043659857022888,down
DTNA,94,4,0.6668572213037116,up
SERTAD1,94,4,0.6471937216915286,up
SLC16A3,94,4,0.7579656256954138,up
TRAF3IP2,94,4,0.7410217508290377,up
WWC1,94,4,0.5795305486076193,up
YBX1,94,4,0.5972950987647389,up
ZFHX3,94,4,0.5823425239793588,up
ZFP36L1,94,4,0.6908814267982407,up
ZFYVE21,94,4,0.6446734493457775,up
C3orf62,99,4,0.29482269622858376,up
KCNN3,99,3,0.3538998773706221,up
NGFR,99,4,0.28721010586669715,up
RPL18A,99,4,0.29179542070098474,up
AEBP1,103,4,0.7753471146596578,up
CACHD1,103,4,0.7161416247155135,up
EHD4,103,4,0.7033896142682229,up
FERMT2,103,4,0.7512721128195037,up
SLC15A3,103,4,0.8212648690848,up
LYN,104,3,0.9178880358934803,up
PALLD,104,4,0.8680254178088682,up
PTTG1IP,104,4,0.8541576412755431,up
RAB31,104,4,0.8796577786897295,up
SP110,104,4,0.8950186882162559,up
CXCL16,110,4,0.9764846260139954,up
PIK3AP1,110,4,0.953136840672439,up
TUBB2B,110,4,0.920108189997837,up
