gene,cluster_id,level_1,level_2,level_3,level_4,max_level,is_core,mean_log2fc,mean_log2fc_sig,direction
BTG3,1,True,True,True,True,4,True,0.6628301135918057,0.5914144140789962,up
EPB41L2,1,True,True,True,True,4,True,0.4218036203881228,0.2939707114486736,up
HAGH,0,True,True,True,True,4,True,0.11614116706640913,-0.31040274264390844,down
HSPA1A,1,True,True,True,True,4,True,1.6082401943627904,1.6082401943627904,up
IRF8,1,True,True,True,True,4,True,0.6559084880114144,0.9262261625580316,up
MTMR7,0,True,True,True,True,4,True,0.04376659152798782,-0.36028986315672107,down
SIPA1,1,True,True,True,True,4,True,0.5899112275198234,0.5585947407811618,up
YBX3,1,True,True,True,True,4,True,1.1938554767287959,1.1938554767287959,up
CDK2AP2,1,True,False,True,True,4,False,0.46734948288015393,0.42331760008627106,up
ELOVL4,0,True,False,True,True,4,False,-0.022203075288304674,-0.45390668946432466,down
FGF2,1,True,False,True,True,4,False,0.6880247685420516,0.9028901687486559,up
FNDC4,0,True,False,True,True,4,False,-0.039879216692119655,-0.3139325363796215,down
KCTD8,0,True,False,True,True,4,False,0.15752302593877854,0.3523061350825274,up
LRRTM3,0,True,False,True,True,4,False,-0.08264714727664065,-0.42277098909477084,down
MIPEP,0,True,False,True,True,4,False,0.0694875242061704,-0.237539730030232,down
NBEA,0,True,False,True,True,4,False,-0.14304614647817124,-0.3734515268305998,down
NUDT5,0,True,False,True,True,4,False,0.44802801148486954,0.6761651707570149,up
PREP,0,True,False,True,True,4,False,-0.10458600127163198,-0.3901658684820628,down
RBM12B,1,True,False,True,True,4,False,0.4464191127409318,0.23736970974993632,up
ELP2,0,True,True,True,False,3,True,0.12966669354886987,-0.21051765460117,down
SLC25A1,1,True,True,True,False,3,True,0.3120393849366936,0.3325767102614834,up
UNC80,0,True,True,True,False,3,True,-0.07174017089276763,-0.07174017089276763,down
ZNF425,0,True,True,True,False,3,True,-0.039942411138382074,-0.2540876891741679,down
ACLY,0,True,False,True,False,3,False,-0.004484885809058407,-0.24147918320017592,down
ANKRD37,1,True,False,True,False,3,False,0.6206479288988446,0.8611825874107675,up
GNAI2,1,True,False,True,False,3,False,0.3187819126090359,0.3206892184916481,up
MKRN2,0,True,False,True,False,3,False,0.28769883984659383,-0.08413588395319893,down
MYEF2,0,True,False,True,False,3,False,0.00655063865617489,0.00655063865617489,up
NAA60,1,True,False,True,False,3,False,0.38367899164258645,0.38367899164258645,up
NBPF3,0,True,False,True,False,3,False,0.23144847714010316,0.31298652598739807,up
PPP2R1A,0,True,False,True,False,3,False,0.1143648957238046,-0.28842825076788703,down
SNAP23,1,True,False,True,False,3,False,0.5618373238952247,0.481361234699893,up
TMBIM1,1,True,False,True,False,3,False,0.5666548968527558,0.6085945501762324,up
BMPR1A,1,True,False,False,False,1,False,0.3411095572897225,0.3411095572897225,up
CAND2,0,True,False,False,False,1,False,0.20890348372257161,-0.21989313686666678,down
CDC123,0,True,False,False,False,1,False,0.10840183027813784,-0.28241454559899726,down
CDS1,0,True,False,False,False,1,False,0.090769667317538,-0.39431362793038716,down
CES3,1,True,False,False,False,1,False,0.8479957942234333,0.8479957942234333,up
MAP2K5,0,True,False,False,False,1,False,0.005916948647299118,-0.18012239863098323,down
PITRM1,0,True,False,False,False,1,False,0.05606026210723947,-0.15508036325160912,down
RDH11,0,True,False,False,False,1,False,0.17261353095049317,0.27186708542253424,up
SEH1L,0,True,False,False,False,1,False,-0.07119039083828109,-0.25603693436115904,down
SMARCC1,1,True,False,False,False,1,False,0.4551965231984279,0.25842464364843254,up
STMN4,0,True,False,False,False,1,False,0.06123117899522601,-0.06774003360607983,down
TSC1,0,True,False,False,False,1,False,0.2886843410242692,0.46063700442744615,up
TSSK4,1,True,False,False,False,1,False,0.5251974765028302,0.5251974765028302,up
YWHAG,0,True,False,False,False,1,False,0.17952461401792932,0.32635157677048277,up
