gene,cluster_id,level_1,level_2,level_3,level_4,max_level,is_core,mean_log2fc,mean_log2fc_sig,direction
KLHDC9,0,True,True,True,True,4,True,-0.05966134445221464,-0.5611270885384798,down
NTN4,0,True,True,True,True,4,True,-0.057506912097908224,-0.4987694890673431,down
SERP1,2,True,True,True,True,4,True,0.3313264311395461,0.27269329384729346,up
SLC25A27,0,True,True,True,True,4,True,-0.20903003126377762,-0.4710183189153154,down
VSNL1,0,True,True,True,True,4,True,-0.3135678827799981,-0.8045351599160462,down
H2BC5,2,True,False,True,True,4,False,0.6032943497141714,0.4106002684899148,up
PICALM,2,True,False,True,True,4,False,0.47670996046160496,0.6910845912687398,up
KRT222,0,True,True,True,False,3,True,-0.14677205811203065,-0.6446842389697196,down
S100A10,2,True,True,True,False,3,True,0.9743986319127096,0.9743986319127096,up
ADD1,1,True,False,True,False,3,False,0.29522323236047104,0.4624527710727575,up
COIL,0,True,False,True,False,3,False,0.20064113993899216,-0.196124050971749,down
EIF4B,1,True,False,True,False,3,False,0.2000401802352473,0.3194026737759472,up
EPS15,1,True,False,True,False,3,False,0.1498409049606432,0.1498409049606432,up
SGCB,1,True,False,True,False,3,False,0.19927246924518313,0.31557024050295857,up
NARS1,0,True,True,False,False,2,True,0.1361561902545884,-0.3221561145324041,down
NAV2,2,True,True,False,False,2,True,0.5525778612018929,0.37688027800836776,up
TBR1,2,True,True,False,False,2,True,-0.5721419345747147,-0.7956906570939317,down
NQO1,1,True,True,False,False,2,False,1.2106474696273166,1.2106474696273166,up
C9orf78,1,True,False,False,False,1,False,0.32768025313213806,0.47642025456359116,up
COX6C,1,True,False,False,False,1,False,0.155487874558028,0.26014429061268274,up
CPNE4,0,True,False,False,False,1,False,-0.04965456724704106,-0.4939301909387761,down
CTHRC1,2,True,False,False,False,1,False,0.4798662330756474,0.4798662330756474,up
DNASE1L1,0,True,False,False,False,1,False,0.014400638612876401,-0.2904714530051671,down
FBXO11,1,True,False,False,False,1,False,0.2300790495185915,0.35952244794775856,up
GABPB2,2,True,False,False,False,1,False,0.49692239443801817,0.7400996859935662,up
GAS7,0,True,False,False,False,1,False,0.14995812850414167,-0.2211644793850347,down
GET3,0,True,False,False,False,1,False,-0.032330193118409234,-0.032330193118409234,down
GTF3C3,1,True,False,False,False,1,False,0.30180768231173377,0.30180768231173377,up
IFT52,0,True,False,False,False,1,False,0.03677304087593377,-0.15525013773065877,down
IL13RA1,2,True,False,False,False,1,False,0.5582445229942823,0.7614299465606242,up
KCTD5,2,True,False,False,False,1,False,0.45759996768125655,0.252172008830424,up
LILRA4,2,True,False,False,False,1,False,0.20126281226121678,0.20126281226121678,up
MAGED1,1,True,False,False,False,1,False,0.2898518306820428,0.4955852561448575,up
PRSS35,2,True,False,False,False,1,False,0.34763422243909137,0.34763422243909137,up
RAD54L,2,True,False,False,False,1,False,0.529171966808184,0.529171966808184,up
RC3H2,0,True,False,False,False,1,False,0.13439928364431028,-0.04864481028568379,down
RMC1,1,True,False,False,False,1,False,0.17698528509547598,0.34743242471749003,up
SAT2,0,True,False,False,False,1,False,0.05632256666545151,-0.16256905147537815,down
SCARB2,1,True,False,False,False,1,False,0.3242675953230198,0.5119583281191447,up
SLC43A1,2,True,False,False,False,1,False,0.3922818529402452,0.3922818529402452,up
TUBG1,0,True,False,False,False,1,False,0.15361815221180888,-0.2083996224197242,down
ZDHHC18,2,True,False,False,False,1,False,0.6037502390855845,0.6037502390855845,up
