gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ADD1,3,2,0.29522323236047104,0.4624527710727575,False
C9orf78,3,2,0.32768025313213806,0.47642025456359116,False
COIL,3,2,0.20064113993899216,-0.196124050971749,True
COX6C,3,2,0.155487874558028,0.26014429061268274,False
CPNE4,3,2,-0.04965456724704106,-0.4939301909387761,True
CTHRC1,2,2,0.4798662330756474,0.4798662330756474,True
DNASE1L1,3,2,0.014400638612876401,-0.2904714530051671,True
EIF4B,3,2,0.2000401802352473,0.3194026737759472,False
EPS15,3,3,0.1498409049606432,0.1498409049606432,False
FBXO11,3,2,0.2300790495185915,0.35952244794775856,False
GABPB2,3,2,0.49692239443801817,0.7400996859935662,True
GAS7,3,2,0.14995812850414167,-0.2211644793850347,True
GET3,2,2,-0.032330193118409234,-0.032330193118409234,False
GTF3C3,3,3,0.30180768231173377,0.30180768231173377,False
H2BC5,3,2,0.6032943497141714,0.4106002684899148,True
IFT52,3,2,0.03677304087593377,-0.15525013773065877,True
IL13RA1,3,2,0.5582445229942823,0.7614299465606242,True
KCTD5,3,2,0.45759996768125655,0.252172008830424,True
KLHDC9,3,2,-0.05966134445221464,-0.5611270885384798,True
KRT222,3,2,-0.14677205811203065,-0.6446842389697196,True
LILRA4,2,2,0.20126281226121678,0.20126281226121678,True
MAGED1,3,2,0.2898518306820428,0.4955852561448575,False
NARS1,3,2,0.1361561902545884,-0.3221561145324041,True
NAV2,3,2,0.5525778612018929,0.37688027800836776,True
NQO1,3,3,1.2106474696273166,1.2106474696273166,True
NTN4,3,2,-0.057506912097908224,-0.4987694890673431,True
PICALM,3,2,0.47670996046160496,0.6910845912687398,True
PRSS35,2,2,0.34763422243909137,0.34763422243909137,True
RAD54L,2,2,0.529171966808184,0.529171966808184,True
RC3H2,3,2,0.13439928364431028,-0.04864481028568379,False
RMC1,3,2,0.17698528509547598,0.34743242471749003,False
S100A10,2,2,0.9743986319127096,0.9743986319127096,True
SAT2,3,2,0.05632256666545151,-0.16256905147537815,True
SCARB2,3,2,0.3242675953230198,0.5119583281191447,False
SERP1,3,2,0.3313264311395461,0.27269329384729346,True
SGCB,3,2,0.19927246924518313,0.31557024050295857,True
SLC25A27,3,2,-0.20903003126377762,-0.4710183189153154,True
SLC43A1,2,2,0.3922818529402452,0.3922818529402452,True
TBR1,3,2,-0.5721419345747147,-0.7956906570939317,True
TUBG1,3,2,0.15361815221180888,-0.2083996224197242,True
VSNL1,3,2,-0.3135678827799981,-0.8045351599160462,True
ZDHHC18,2,2,0.6037502390855845,0.6037502390855845,True
