gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ABCC8,3,2,0.11057940621420759,-0.3326503317797811,True
ASB13,3,2,-0.17072924352405097,-0.5531911043914866,True
C6orf120,3,2,-0.09737718308373229,-0.2513930296473239,True
CALR,3,2,0.4657991481593706,0.3669173639688923,True
CBLN4,3,2,-0.29483825045961937,-0.7295609637441101,True
CCDC167,3,2,0.3837479208135936,0.25540058826247547,True
CFAP418,3,2,0.20547018294046912,0.27740206503570664,False
CWC15,3,2,0.21566829398937415,-0.14346409734360765,True
ENTPD6,3,2,0.04545947396596558,-0.24145388054655292,True
ERLEC1,3,3,0.12473453821385672,0.12473453821385672,False
FBLN5,3,2,0.4658894704620011,0.3082672879066971,True
H2BC21,3,3,0.6956560608268275,0.6956560608268275,True
HSPA1A,3,3,1.6082401943627904,1.6082401943627904,True
KCNG1,2,2,0.556738022801603,0.556738022801603,True
LRRC20,3,2,-0.007936740756374702,-0.5687313527932836,True
MAPK4,3,2,0.4655854161598751,0.25533062893411307,True
MCCC1,3,2,0.3204296222849751,-0.10308992742651135,True
MEF2C,3,2,0.04670906427791325,0.08199209335981816,False
METTL21A,3,2,0.4633510386576729,0.6409135107749706,True
NFS1,3,2,-0.09896786645623361,-0.3226318759521698,True
PACRG,3,2,0.058601392327640354,-0.19879126869259744,True
PEF1,3,3,0.20108078244406968,0.20108078244406968,False
PLSCR1,2,2,0.9092291082190531,0.9092291082190531,True
PPP1R2,3,3,0.08927180809126038,0.08927180809126038,False
PPT1,3,2,0.24736194457886432,0.4028290042432956,False
PTGS2,3,2,0.8374874833411218,1.0189570266401269,True
PWP1,3,2,0.1126726096282793,-0.24484757792517575,True
RBFOX2,3,2,-0.012534301442064097,-0.34779437791971723,True
RITA1,3,2,0.3147744759130265,0.4940019269852427,False
RPP25,3,2,-0.005302019869521797,-0.2858230178606376,True
SATB1,3,2,-0.22201517625095177,-0.2849742433662259,True
SEC61B,3,2,0.4674861426306401,0.16914646436854142,True
SH3GLB1,3,2,0.4488867973858784,0.26634382917486965,True
SLC16A3,3,2,0.7579656256954138,1.0205165548423332,True
SLC25A27,3,2,-0.20903003126377762,-0.4710183189153154,True
TENT5A,3,2,0.9245226025905126,1.2437522514085235,True
TLCD3A,3,2,0.4234527086756545,0.66826657691861,True
UBQLN2,3,2,0.3239498942502624,0.6091629114471644,False
UQCRC2,3,2,0.009913162724396093,-0.39301786787663495,True
USP11,3,2,-0.05343883787234146,-0.3731875733030954,True
VPS8,3,2,0.08597172975465443,-0.19180549790850776,True
ZGPAT,3,2,0.33930643144812667,0.17159916799587327,False
